#,t_obs,tcf,"pi_beta(S, Ccf, tcf)","pi_beta(S, C, tcf)"
547,D60-120,DLX60QD,0.06695719063282013,0.06542365998029709
547,D60-120,V150-225,-0.031394824385643005,-0.03285863623023033
547,D60-120,V75-225,-0.1286417841911316,-0.13006557524204254
547,D60-120,VLX150QD,0.02732871100306511,0.028106650337576866
547,D60-120,VLX75QD,-0.14266443252563477,-0.13873007893562317
548,VLX75QD,D60-120,0.04058483988046646,0.03788935765624046
548,VLX75QD,DLX60QD,0.07004212588071823,0.045571062713861465
548,VLX75QD,V150-225,0.0349510982632637,0.016382314264774323
548,VLX75QD,V75-225,-0.022403642535209656,-0.04384392872452736
548,VLX75QD,VLX150QD,0.04325198754668236,0.043305572122335434
549,D60-120,DLX60QD,0.0640350952744484,0.07805552333593369
549,D60-120,V150-225,-0.02213483490049839,-0.006969670299440622
549,D60-120,V75-225,-0.13778617978096008,-0.11753517389297485
549,D60-120,VLX150QD,0.03875075280666351,0.047063544392585754
549,D60-120,VLX75QD,-0.11380915343761444,-0.11819810420274734
550,V75-225,D60-120,0.008365482091903687,0.008616697043180466
550,V75-225,DLX60QD,0.14333683252334595,0.12122051417827606
550,V75-225,V150-225,-0.048418618738651276,-0.07147620618343353
550,V75-225,VLX150QD,0.051315922290086746,0.05948701500892639
550,V75-225,VLX75QD,-0.0448826365172863,-0.01802968792617321
551,DLX60QD,D60-120,-0.046044252812862396,-0.049501217901706696
551,DLX60QD,V150-225,-0.025334710255265236,-0.032660409808158875
551,DLX60QD,V75-225,0.009818872436881065,-0.0011832085438072681
551,DLX60QD,VLX150QD,0.01131867803633213,0.0037394450046122074
551,DLX60QD,VLX75QD,-0.1533387452363968,-0.1518590748310089
552,V75-225,D60-120,0.053543783724308014,0.06528404355049133
552,V75-225,DLX60QD,0.05189089849591255,0.043058495968580246
552,V75-225,V150-225,-0.06782800704240799,-0.07507990300655365
552,V75-225,VLX150QD,0.07360940426588058,0.08492850512266159
552,V75-225,VLX75QD,0.11410883814096451,0.12510915100574493
553,D60-120,DLX60QD,0.047236621379852295,0.02934521622955799
553,D60-120,V150-225,-0.018292827531695366,-0.03304380178451538
553,D60-120,V75-225,0.08158890157938004,0.06379203498363495
553,D60-120,VLX150QD,0.02777286246418953,0.013413900509476662
553,D60-120,VLX75QD,-0.16789425909519196,-0.16476497054100037
554,D60-120,DLX60QD,0.1850017011165619,0.1866428554058075
554,D60-120,V150-225,0.0711403638124466,0.07818033546209335
554,D60-120,V75-225,0.10822175443172455,0.12449003010988235
554,D60-120,VLX150QD,0.08432937413454056,0.09083147346973419
554,D60-120,VLX75QD,-0.182683065533638,-0.18111851811408997
555,D60-120,DLX60QD,0.2018190622329712,0.2043604850769043
555,D60-120,V150-225,0.08933677524328232,0.09244313091039658
555,D60-120,V75-225,0.0371272936463356,0.04002676159143448
555,D60-120,VLX150QD,0.08612979203462601,0.08650876581668854
555,D60-120,VLX75QD,-0.18706238269805908,-0.1874120980501175
556,D60-120,DLX60QD,0.1510457992553711,0.14476743340492249
556,D60-120,V150-225,-0.007550269365310669,-0.011611483991146088
556,D60-120,V75-225,-0.019839059561491013,-0.027432840317487717
556,D60-120,VLX150QD,0.09847522526979446,0.09890086948871613
556,D60-120,VLX75QD,0.06981604546308517,0.07180631160736084
557,VLX150QD,D60-120,0.07153806835412979,0.062251828610897064
557,VLX150QD,DLX60QD,0.20122237503528595,0.19520050287246704
557,VLX150QD,V150-225,0.0872521847486496,0.08043736964464188
557,VLX150QD,V75-225,0.18067152798175812,0.17260465025901794
557,VLX150QD,VLX75QD,-0.1863882839679718,-0.1905808448791504
558,VLX75QD,D60-120,0.04316739737987518,0.0395502932369709
558,VLX75QD,DLX60QD,0.10283200442790985,0.08337178826332092
558,VLX75QD,V150-225,0.00699586933478713,-0.008562717586755753
558,VLX75QD,V75-225,-0.00022975844331085682,-0.02390819415450096
558,VLX75QD,VLX150QD,0.06608996540307999,0.04536190629005432
559,VLX150QD,D60-120,-0.02161424048244953,-0.02635904774069786
559,VLX150QD,DLX60QD,0.14172600209712982,0.13971413671970367
559,VLX150QD,V150-225,0.0594659149646759,0.056583501398563385
559,VLX150QD,V75-225,0.09633813798427582,0.09769640117883682
559,VLX150QD,VLX75QD,-0.07479897886514664,-0.07510730624198914
560,V75-225,D60-120,0.04095540568232536,0.030420271679759026
560,V75-225,DLX60QD,0.04621842876076698,0.05351252108812332
560,V75-225,V150-225,-0.07111222296953201,-0.06759893894195557
560,V75-225,VLX150QD,0.07541147619485855,0.06848188489675522
560,V75-225,VLX75QD,0.11329878866672516,0.10112114250659943
561,V150-225,D60-120,0.03773980587720871,0.03004760853946209
561,V150-225,DLX60QD,0.11475668847560883,0.10452403128147125
561,V150-225,V75-225,0.00857558473944664,0.004241699818521738
561,V150-225,VLX150QD,0.06233596056699753,0.05801364779472351
561,V150-225,VLX75QD,-0.023747731000185013,-0.025449279695749283
562,V75-225,D60-120,0.12686239182949066,0.10495389252901077
562,V75-225,DLX60QD,0.08707848191261292,0.07681842148303986
562,V75-225,V150-225,0.030306164175271988,0.018235381692647934
562,V75-225,VLX150QD,0.06948325783014297,0.05348297953605652
562,V75-225,VLX75QD,-0.015931423753499985,-0.03828059881925583
563,VLX75QD,D60-120,-0.014033591374754906,-0.018961884081363678
563,VLX75QD,DLX60QD,0.05467606708407402,0.05540495738387108
563,VLX75QD,V150-225,0.0013224233407527208,-0.001987114083021879
563,VLX75QD,V75-225,0.023053115233778954,0.023941045626997948
563,VLX75QD,VLX150QD,0.03997199982404709,0.03503502532839775
564,V75-225,D60-120,0.1136748418211937,0.09486470371484756
564,V75-225,DLX60QD,0.06095518916845322,0.0498606339097023
564,V75-225,V150-225,0.014406420290470123,3.814743831753731e-05
564,V75-225,VLX150QD,0.1417924463748932,0.09631238132715225
564,V75-225,VLX75QD,0.12200558185577393,0.10279945284128189
565,D60-120,DLX60QD,0.07664621621370316,0.08640612661838531
565,D60-120,V150-225,0.003061772556975484,0.010575499385595322
565,D60-120,V75-225,0.03182006627321243,0.041245974600315094
565,D60-120,VLX150QD,0.048870522528886795,0.05751849710941315
565,D60-120,VLX75QD,-0.07599590718746185,-0.07715490460395813
566,D60-120,DLX60QD,0.14326785504817963,0.1422940492630005
566,D60-120,V150-225,0.05076846480369568,0.05635751038789749
566,D60-120,V75-225,0.09420579671859741,0.09657678753137589
566,D60-120,VLX150QD,0.06958173215389252,0.07205674052238464
566,D60-120,VLX75QD,-0.12510696053504944,-0.12140902876853943
567,V150-225,D60-120,0.11567892134189606,0.1195976510643959
567,V150-225,DLX60QD,0.0637337788939476,0.06334127485752106
567,V150-225,V75-225,-0.24476881325244904,-0.24433191120624542
567,V150-225,VLX150QD,0.1400109827518463,0.16282245516777039
567,V150-225,VLX75QD,0.14327910542488098,0.14474420249462128
568,VLX150QD,D60-120,0.027009466663002968,0.026365404948592186
568,VLX150QD,DLX60QD,0.09688644111156464,0.10875416547060013
568,VLX150QD,V150-225,-0.04008934646844864,-0.026515796780586243
568,VLX150QD,V75-225,-0.09029512852430344,-0.06817871332168579
568,VLX150QD,VLX75QD,-0.1598881036043167,-0.1677035242319107
569,DLX60QD,D60-120,0.04956073686480522,0.05805087834596634
569,DLX60QD,V150-225,-0.0752686858177185,-0.07474951446056366
569,DLX60QD,V75-225,-0.16614913940429688,-0.1639384925365448
569,DLX60QD,VLX150QD,0.04431380704045296,0.05320417508482933
569,DLX60QD,VLX75QD,0.008348658680915833,0.016475269570946693
570,VLX75QD,D60-120,-0.0025409203954041004,-0.012389425188302994
570,VLX75QD,DLX60QD,0.06553781032562256,0.03358151391148567
570,VLX75QD,V150-225,0.012902175076305866,-0.0036598597653210163
570,VLX75QD,V75-225,0.011021943762898445,-0.014265812933444977
570,VLX75QD,VLX150QD,0.03372551500797272,0.022974953055381775
571,V75-225,D60-120,0.10331819206476212,0.11559468507766724
571,V75-225,DLX60QD,0.06736744195222855,0.07752678543329239
571,V75-225,V150-225,0.016280783340334892,0.026113294064998627
571,V75-225,VLX150QD,0.14621612429618835,0.17139603197574615
571,V75-225,VLX75QD,0.13447298109531403,0.15553823113441467
572,DLX60QD,D60-120,0.05360328406095505,0.057975247502326965
572,DLX60QD,V150-225,-0.014937644824385643,-0.018632475286722183
572,DLX60QD,V75-225,0.01728939451277256,0.013681259006261826
572,DLX60QD,VLX150QD,0.09150971472263336,0.09423002600669861
572,DLX60QD,VLX75QD,0.03881670907139778,0.048127464950084686
573,V75-225,D60-120,0.04315037280321121,0.04077770188450813
573,V75-225,DLX60QD,0.2070346623659134,0.2101447582244873
573,V75-225,V150-225,0.08489485085010529,0.08999933302402496
573,V75-225,VLX150QD,0.07980773597955704,0.07873325794935226
573,V75-225,VLX75QD,-0.15726830065250397,-0.15867093205451965
574,D60-120,DLX60QD,0.08530404418706894,0.08687096834182739
574,D60-120,V150-225,0.06440198421478271,0.06524355709552765
574,D60-120,V75-225,-0.18923820555210114,-0.18342792987823486
574,D60-120,VLX150QD,0.1141366958618164,0.13187311589717865
574,D60-120,VLX75QD,0.07978805154561996,0.0845114141702652
575,VLX75QD,D60-120,0.09696602821350098,0.10826463997364044
575,VLX75QD,DLX60QD,0.06451662629842758,0.06726725399494171
575,VLX75QD,V150-225,-0.012273590080440044,6.51986338198185e-05
575,VLX75QD,V75-225,-0.2393648624420166,-0.229636549949646
575,VLX75QD,VLX150QD,0.12921875715255737,0.15877752006053925
576,DLX60QD,D60-120,0.03900771215558052,0.041653573513031006
576,DLX60QD,V150-225,-0.004070510622113943,-0.009781250730156898
576,DLX60QD,V75-225,0.032924313098192215,0.032810818403959274
576,DLX60QD,VLX150QD,0.09708444029092789,0.09749233722686768
576,DLX60QD,VLX75QD,0.03479105979204178,0.03581375628709793
577,D60-120,DLX60QD,0.0631883293390274,0.04395854473114014
577,D60-120,V150-225,-0.06911653280258179,-0.07814538478851318
577,D60-120,V75-225,-0.12998348474502563,-0.14299532771110535
577,D60-120,VLX150QD,0.07190506905317307,0.0933506190776825
577,D60-120,VLX75QD,0.06919117271900177,0.10648436844348907
578,V75-225,D60-120,0.017060797661542892,0.016547366976737976
578,V75-225,DLX60QD,0.1583981215953827,0.14959993958473206
578,V75-225,V150-225,0.06634391844272614,0.0675605833530426
578,V75-225,VLX150QD,0.07478629797697067,0.07752268016338348
578,V75-225,VLX75QD,-0.12241345643997192,-0.11551142483949661
579,DLX60QD,D60-120,0.014342081733047962,0.007352982647716999
579,DLX60QD,V150-225,0.007318652234971523,-0.0034455801360309124
579,DLX60QD,V75-225,0.056181639432907104,0.039495788514614105
579,DLX60QD,VLX150QD,0.0823541134595871,0.06780129671096802
579,DLX60QD,VLX75QD,0.0003822494763880968,-0.0009246864356100559
580,VLX75QD,D60-120,0.11343880742788315,0.10775022953748703
580,VLX75QD,DLX60QD,0.06308136880397797,0.06101667508482933
580,VLX75QD,V150-225,0.02565789222717285,0.017688307911157608
580,VLX75QD,V75-225,-0.2318955659866333,-0.23667962849140167
580,VLX75QD,VLX150QD,0.1558317244052887,0.15024244785308838
581,DLX60QD,D60-120,-0.026482675224542618,-0.0255013145506382
581,DLX60QD,V150-225,-0.05846329778432846,-0.06359963119029999
581,DLX60QD,V75-225,-0.09955627471208572,-0.11044090986251831
581,DLX60QD,VLX150QD,0.06417842209339142,0.06831330060958862
581,DLX60QD,VLX75QD,0.03253693878650665,0.038846276700496674
582,VLX150QD,D60-120,0.11264530569314957,0.104207843542099
582,VLX150QD,DLX60QD,0.0669795498251915,0.06615500152111053
582,VLX150QD,V150-225,0.020692724734544754,0.019272085279226303
582,VLX150QD,V75-225,-0.24596674740314484,-0.24469250440597534
582,VLX150QD,VLX75QD,0.14892378449440002,0.13836824893951416
583,V150-225,D60-120,0.07956138998270035,0.07447870075702667
583,V150-225,DLX60QD,0.12353835999965668,0.10907898843288422
583,V150-225,V75-225,-0.036878280341625214,-0.06045159697532654
583,V150-225,VLX150QD,0.08072015643119812,0.06822855770587921
583,V150-225,VLX75QD,0.05253168195486069,0.05076949670910835
584,V75-225,D60-120,0.029783189296722412,0.02752428688108921
584,V75-225,DLX60QD,0.17422059178352356,0.17630445957183838
584,V75-225,V150-225,0.014968736097216606,0.020200984552502632
584,V75-225,VLX150QD,0.058143097907304764,0.05663789063692093
584,V75-225,VLX75QD,-0.1477852761745453,-0.15451094508171082
585,VLX75QD,D60-120,-0.02809241972863674,-0.025653572753071785
585,VLX75QD,DLX60QD,0.08438105881214142,0.0702764019370079
585,VLX75QD,V150-225,-0.048495709896087646,-0.06555631756782532
585,VLX75QD,V75-225,-0.09590785205364227,-0.11311160773038864
585,VLX75QD,VLX150QD,0.064112588763237,0.0695732831954956
586,D60-120,DLX60QD,0.06596972048282623,0.06972268968820572
586,D60-120,V150-225,-0.008445135317742825,0.0025688395835459232
586,D60-120,V75-225,-0.23658522963523865,-0.23416724801063538
586,D60-120,VLX150QD,0.1265321969985962,0.16419163346290588
586,D60-120,VLX75QD,0.13258519768714905,0.1577896773815155
587,D60-120,DLX60QD,0.062387753278017044,0.07386729121208191
587,D60-120,V150-225,-0.008632817305624485,0.006215457338839769
587,D60-120,V75-225,-0.21754002571105957,-0.20027700066566467
587,D60-120,VLX150QD,0.10310359299182892,0.12557078897953033
587,D60-120,VLX75QD,0.11439857631921768,0.1283368319272995
588,VLX75QD,D60-120,0.010838430374860764,0.014181768521666527
588,VLX75QD,DLX60QD,0.08352567255496979,0.07287649810314178
588,VLX75QD,V150-225,-0.003967861644923687,-0.01595105417072773
588,VLX75QD,V75-225,0.012343517504632473,-0.0014864089898765087
588,VLX75QD,VLX150QD,0.05164821073412895,0.039744146168231964
589,DLX60QD,D60-120,0.08978717029094696,0.10789595544338226
589,DLX60QD,V150-225,-0.020758379250764847,-0.0015661795623600483
589,DLX60QD,V75-225,-0.16667592525482178,-0.15784147381782532
589,DLX60QD,VLX150QD,0.05579824000597,0.07528091222047806
589,DLX60QD,VLX75QD,-0.022566156461834908,-0.00851898081600666
590,VLX75QD,D60-120,0.038916874676942825,0.043889038264751434
590,VLX75QD,DLX60QD,0.1332947015762329,0.13331128656864166
590,VLX75QD,V150-225,-0.03994087129831314,-0.03927367925643921
590,VLX75QD,V75-225,-0.10672563314437866,-0.09226938337087631
590,VLX75QD,VLX150QD,0.04594094306230545,0.05069243907928467
591,VLX150QD,D60-120,-0.008162220008671284,-0.009750600904226303
591,VLX150QD,DLX60QD,0.12796398997306824,0.11706281453371048
591,VLX150QD,V150-225,0.040943313390016556,0.028751740232110023
591,VLX150QD,V75-225,0.08475543558597565,0.07862639427185059
591,VLX150QD,VLX75QD,-0.07510194182395935,-0.06859597563743591
592,D60-120,DLX60QD,0.15565380454063416,0.16068129241466522
592,D60-120,V150-225,0.013871220871806145,0.02436869591474533
592,D60-120,V75-225,-0.037756167352199554,-0.017842233180999756
592,D60-120,VLX150QD,0.06077670305967331,0.06420332938432693
592,D60-120,VLX75QD,-0.20163461565971375,-0.2068248689174652
593,VLX75QD,D60-120,-0.021455198526382446,-0.02420121803879738
593,VLX75QD,DLX60QD,0.06951120495796204,0.0643802061676979
593,VLX75QD,V150-225,-0.06558258831501007,-0.07425561547279358
593,VLX75QD,V75-225,-0.12438207864761353,-0.13059009611606598
593,VLX75QD,VLX150QD,0.055739909410476685,0.061533473432064056
594,D60-120,DLX60QD,0.06869368255138397,0.04879700392484665
594,D60-120,V150-225,-0.06945021450519562,-0.07338318228721619
594,D60-120,V75-225,-0.13604828715324402,-0.14255720376968384
594,D60-120,VLX150QD,0.06441695988178253,0.09379822015762329
594,D60-120,VLX75QD,0.06715111434459686,0.10390714555978775
595,V150-225,D60-120,0.0010573588078841567,0.0031291889026761055
595,V150-225,DLX60QD,0.12561610341072083,0.12870872020721436
595,V150-225,V75-225,0.09398412704467773,0.09960197657346725
595,V150-225,VLX150QD,0.07290510088205338,0.07600179314613342
595,V150-225,VLX75QD,-0.10941120237112045,-0.1071663647890091
596,VLX75QD,D60-120,0.08683089911937714,0.08722537010908127
596,VLX75QD,DLX60QD,0.05448077991604805,0.048258114606142044
596,VLX75QD,V150-225,-0.033034782856702805,-0.040365464985370636
596,VLX75QD,V75-225,-0.216196209192276,-0.2292519360780716
596,VLX75QD,VLX150QD,0.08030059933662415,0.0961950272321701
597,V75-225,D60-120,0.06059516593813896,0.05336018651723862
597,V75-225,DLX60QD,0.21910300850868225,0.2192261815071106
597,V75-225,V150-225,0.11930400133132935,0.12128946185112
597,V75-225,VLX150QD,0.09555663168430328,0.08734174072742462
597,V75-225,VLX75QD,-0.1706891804933548,-0.17028430104255676
598,DLX60QD,D60-120,0.03356592729687691,0.028433000668883324
598,DLX60QD,V150-225,0.0015755200292915106,0.0100893285125494
598,DLX60QD,V75-225,-0.06004319339990616,-0.06223086267709732
598,DLX60QD,VLX150QD,0.05355779081583023,0.053993478417396545
598,DLX60QD,VLX75QD,-0.15061870217323303,-0.15303052961826324
599,V150-225,D60-120,0.03960380703210831,0.025979923084378242
599,V150-225,DLX60QD,0.07122021168470383,0.062490276992321014
599,V150-225,V75-225,-0.12227380275726318,-0.13007469475269318
599,V150-225,VLX150QD,0.02454601414501667,0.015612281858921051
599,V150-225,VLX75QD,-0.14907416701316833,-0.16216698288917542
600,D60-120,DLX60QD,0.05162150785326958,0.05026639997959137
600,D60-120,V150-225,-0.06327851116657257,-0.061379097402095795
600,D60-120,V75-225,-0.1555207371711731,-0.15561991930007935
600,D60-120,VLX150QD,0.08613737672567368,0.08400840312242508
600,D60-120,VLX75QD,0.139995738863945,0.13419261574745178
601,DLX60QD,D60-120,0.09486227482557297,0.10011637210845947
601,DLX60QD,V150-225,-0.00034814956597983837,0.00985732488334179
601,DLX60QD,V75-225,-0.2323191612958908,-0.22233134508132935
601,DLX60QD,VLX150QD,0.1253885179758072,0.14993904531002045
601,DLX60QD,VLX75QD,0.134146586060524,0.1462254822254181
602,VLX75QD,D60-120,-0.04463467374444008,-0.04784637689590454
602,VLX75QD,DLX60QD,0.05514491721987724,0.06114274263381958
602,VLX75QD,V150-225,-0.011816905811429024,-0.006317432504147291
602,VLX75QD,V75-225,0.07098995894193649,0.07808353006839752
602,VLX75QD,VLX150QD,0.03258797153830528,0.035250287503004074
603,DLX60QD,D60-120,0.09282658994197845,0.09163086116313934
603,DLX60QD,V150-225,-0.01587221957743168,-0.014236239716410637
603,DLX60QD,V75-225,-0.2379673719406128,-0.23358391225337982
603,DLX60QD,VLX150QD,0.13122013211250305,0.1257181465625763
603,DLX60QD,VLX75QD,0.13451668620109558,0.14270949363708496
604,V75-225,D60-120,0.04502146691083908,0.038427531719207764
604,V75-225,DLX60QD,0.19679172337055206,0.19270744919776917
604,V75-225,V150-225,0.0799940973520279,0.08215740323066711
604,V75-225,VLX150QD,0.0786321610212326,0.06991835683584213
604,V75-225,VLX75QD,-0.1932629942893982,-0.1954459249973297
605,V150-225,D60-120,0.018925117328763008,0.01394832506775856
605,V150-225,DLX60QD,0.10417546331882477,0.11586973071098328
605,V150-225,V75-225,-0.13549180328845978,-0.11581912636756897
605,V150-225,VLX150QD,0.04824727028608322,0.04730869084596634
605,V150-225,VLX75QD,-0.03165024518966675,-0.056348010897636414
606,V150-225,D60-120,-0.005358726717531681,-0.012724535539746284
606,V150-225,DLX60QD,0.09616252779960632,0.09047099947929382
606,V150-225,V75-225,0.09521989524364471,0.08771057426929474
606,V150-225,VLX150QD,0.05879780650138855,0.05750545486807823
606,V150-225,VLX75QD,-0.17150160670280457,-0.16057102382183075
607,VLX150QD,D60-120,0.07569236308336258,0.08444222807884216
607,VLX150QD,DLX60QD,0.05602102354168892,0.05459531396627426
607,VLX150QD,V150-225,-0.07357697188854218,-0.0796537920832634
